EngagementID,ContentID,ContentType,Likes,EngagementDate,CampaignID,ProductID,ViewsClicksCombined,ContentType_Clean,Views,Clicks,EngagementDate_Formatted
297,41,Video,69,2024-10-16,12,12,2929-410,VIDEO,2929,410,16.10.2024
298,13,Newsletter,0,2025-09-18,6,1,151-2,NEWSLETTER,151,2,18.09.2025
299,14,Socialmedia,48,2023-06-22,14,20,1026-320,SOCIAL MEDIA,1026,320,22.06.2023
300,8,newsletter,8,2024-02-25,8,14,1055-66,NEWSLETTER,1055,66,25.02.2024
301,3,Newsletter,69,2023-12-17,19,10,3988-570,NEWSLETTER,3988,570,17.12.2023
302,49,socialmedia,0,2025-11-26,9,20,683-20,SOCIAL MEDIA,683,20,26.11.2025
303,32,BLOG,0,2025-08-09,17,1,167-2,BLOG,167,2,09.08.2025
304,43,BLOG,18,2025-04-18,2,20,2308-261,BLOG,2308,261,18.04.2025
305,14,Video,152,2023-07-11,17,19,6103-790,VIDEO,6103,790,11.07.2023
306,26,blog,0,2025-10-27,16,10,48-2,BLOG,48,2,27.10.2025
307,29,Blog,31,2024-12-04,10,11,1616-190,BLOG,1616,190,04.12.2024
308,40,video,25,2024-03-15,17,13,1902-365,VIDEO,1902,365,15.03.2024
309,11,newsletter,2,2025-05-30,9,10,1513-68,NEWSLETTER,1513,68,30.05.2025
310,23,Newsletter,69,2023-05-17,11,7,2673-537,NEWSLETTER,2673,537,17.05.2023
311,33,VIDEO,210,2023-10-13,11,13,6357-968,VIDEO,6357,968,13.10.2023
312,22,Newsletter,570,2023-01-04,3,7,9205-1157,NEWSLETTER,9205,1157,04.01.2023
313,15,Newsletter,316,2023-05-10,6,19,6876-1581,NEWSLETTER,6876,1581,10.05.2023
314,27,video,10,2024-09-29,1,18,694-81,VIDEO,694,81,29.09.2024
315,35,newsletter,1,2024-11-02,2,9,152-13,NEWSLETTER,152,13,02.11.2024
316,3,socialmedia,27,2024-11-11,4,19,1508-196,SOCIAL MEDIA,1508,196,11.11.2024
317,42,SOCIALMEDIA,94,2023-07-16,16,10,1974-785,SOCIAL MEDIA,1974,785,16.07.2023
318,34,socialmedia,1,2025-06-20,12,20,378-29,SOCIAL MEDIA,378,29,20.06.2025
319,37,Newsletter,17,2024-09-18,10,7,1123-137,NEWSLETTER,1123,137,18.09.2024
320,12,VIDEO,5,2024-09-19,8,3,440-85,VIDEO,440,85,19.09.2024
321,27,Socialmedia,5,2025-06-21,15,12,1057-58,SOCIAL MEDIA,1057,58,21.06.2025
322,41,video,0,2025-09-04,15,4,32-0,VIDEO,32,0,04.09.2025
323,11,NEWSLETTER,6,2025-05-07,15,6,1833-197,NEWSLETTER,1833,197,07.05.2025
324,15,Newsletter,2,2025-06-05,3,12,497-40,NEWSLETTER,497,40,05.06.2025
325,35,BLOG,7,2025-01-27,10,9,1092-56,BLOG,1092,56,27.01.2025
326,46,Blog,14,2024-11-12,1,9,3117-213,BLOG,3117,213,12.11.2024
327,27,blog,42,2024-01-03,20,14,603-133,BLOG,603,133,03.01.2024
328,26,Socialmedia,32,2024-08-28,11,10,2884-144,SOCIAL MEDIA,2884,144,28.08.2024
329,18,Video,197,2024-04-27,3,19,3374-773,VIDEO,3374,773,27.04.2024
330,22,newsletter,943,2023-06-09,9,1,8091-2991,NEWSLETTER,8091,2991,09.06.2023
331,28,SOCIALMEDIA,3,2025-04-25,2,12,499-28,SOCIAL MEDIA,499,28,25.04.2025
332,11,Blog,53,2023-09-03,1,11,2533-355,BLOG,2533,355,03.09.2023
333,50,Video,110,2023-01-26,4,6,5670-734,VIDEO,5670,734,26.01.2023
334,37,NEWSLETTER,339,2023-04-27,19,8,4405-1143,NEWSLETTER,4405,1143,27.04.2023
335,19,BLOG,11,2024-12-17,19,10,1084-118,BLOG,1084,118,17.12.2024
336,50,video,41,2024-10-02,11,4,1619-249,VIDEO,1619,249,02.10.2024
337,5,Video,75,2024-05-05,15,5,1915-382,VIDEO,1915,382,05.05.2024
338,41,Blog,23,2025-01-01,5,1,2000-198,BLOG,2000,198,01.01.2025
339,26,newsletter,460,2023-09-21,3,1,6753-2013,NEWSLETTER,6753,2013,21.09.2023
340,6,SOCIALMEDIA,455,2024-03-25,20,14,5854-1604,SOCIAL MEDIA,5854,1604,25.03.2024
341,14,socialmedia,7,2025-01-06,10,9,1679-174,SOCIAL MEDIA,1679,174,06.01.2025
342,10,BLOG,199,2023-03-13,4,6,2100-713,BLOG,2100,713,13.03.2023
343,36,Video,4,2024-05-19,10,15,79-19,VIDEO,79,19,19.05.2024
344,15,Blog,0,2025-11-04,16,10,347-16,BLOG,347,16,04.11.2025
345,14,Video,781,2023-07-02,19,13,7762-2590,VIDEO,7762,2590,02.07.2023
346,1,SOCIALMEDIA,20,2024-08-21,2,20,1758-182,SOCIAL MEDIA,1758,182,21.08.2024
347,21,Video,244,2023-10-09,5,15,2401-713,VIDEO,2401,713,09.10.2023
348,7,Newsletter,29,2024-08-29,1,13,2316-164,NEWSLETTER,2316,164,29.08.2024
349,21,Socialmedia,117,2024-07-28,19,6,4394-592,SOCIAL MEDIA,4394,592,28.07.2024
350,9,newsletter,296,2023-09-11,12,20,4529-1221,NEWSLETTER,4529,1221,11.09.2023
351,24,BLOG,4,2024-03-19,18,12,478-30,BLOG,478,30,19.03.2024
352,16,Newsletter,94,2023-01-05,14,8,2585-319,NEWSLETTER,2585,319,05.01.2023
353,28,blog,12,2025-01-18,11,9,847-126,BLOG,847,126,18.01.2025
354,27,BLOG,0,2025-11-10,7,18,720-21,BLOG,720,21,10.11.2025
355,38,VIDEO,54,2024-11-07,6,2,3382-532,VIDEO,3382,532,07.11.2024
356,23,blog,94,2024-01-21,2,5,3688-808,BLOG,3688,808,21.01.2024
357,1,Socialmedia,31,2024-10-11,7,7,3251-157,SOCIAL MEDIA,3251,157,11.10.2024
358,35,blog,0,2025-03-10,4,6,74-2,BLOG,74,2,10.03.2025
359,5,Video,633,2023-07-02,6,20,5643-1767,VIDEO,5643,1767,02.07.2023
360,50,Newsletter,43,2024-07-19,6,3,2486-463,NEWSLETTER,2486,463,19.07.2024
361,35,VIDEO,26,2023-06-24,15,13,1656-164,VIDEO,1656,164,24.06.2023
362,12,Socialmedia,355,2023-05-10,14,14,7779-1000,SOCIAL MEDIA,7779,1000,10.05.2023
363,39,video,97,2024-04-17,20,1,2018-441,VIDEO,2018,441,17.04.2024
364,3,Blog,1284,2023-02-24,6,20,7805-3328,BLOG,7805,3328,24.02.2023
365,15,blog,0,2025-10-09,14,17,448-9,BLOG,448,9,09.10.2025
366,33,Socialmedia,27,2024-09-23,5,13,2951-221,SOCIAL MEDIA,2951,221,23.09.2024
367,17,Socialmedia,0,2025-10-20,1,20,75-1,SOCIAL MEDIA,75,1,20.10.2025
368,8,Video,185,2024-04-16,15,8,4897-982,VIDEO,4897,982,16.04.2024
369,6,Socialmedia,180,2023-02-20,15,11,1289-449,SOCIAL MEDIA,1289,449,20.02.2023
370,45,socialmedia,13,2024-08-12,7,14,1918-118,SOCIAL MEDIA,1918,118,12.08.2024
371,14,Newsletter,39,2024-08-01,19,16,3206-245,NEWSLETTER,3206,245,01.08.2024
372,37,NEWSLETTER,271,2024-02-12,3,2,5168-1366,NEWSLETTER,5168,1366,12.02.2024
373,45,Socialmedia,241,2024-06-26,3,17,4519-1024,SOCIAL MEDIA,4519,1024,26.06.2024
374,24,Blog,333,2024-04-15,10,15,5248-1210,BLOG,5248,1210,15.04.2024
375,44,Blog,0,2025-11-06,7,9,439-11,BLOG,439,11,06.11.2025
376,37,Blog,100,2024-08-23,1,8,4372-899,BLOG,4372,899,23.08.2024
377,16,BLOG,1,2025-03-30,16,16,148-16,BLOG,148,16,30.03.2025
378,22,VIDEO,526,2023-08-19,14,18,7680-2029,VIDEO,7680,2029,19.08.2023
379,19,Video,66,2024-03-15,10,18,1942-392,VIDEO,1942,392,15.03.2024
380,41,Socialmedia,3,2025-01-20,20,16,273-33,SOCIAL MEDIA,273,33,20.01.2025
381,49,Video,10,2025-02-28,20,3,2509-181,VIDEO,2509,181,28.02.2025
382,24,Blog,30,2023-05-04,1,2,286-95,BLOG,286,95,04.05.2023
383,20,NEWSLETTER,522,2023-06-23,20,6,8138-1754,NEWSLETTER,8138,1754,23.06.2023
384,34,Socialmedia,305,2023-04-16,10,8,7361-2639,SOCIAL MEDIA,7361,2639,16.04.2023
385,34,Socialmedia,33,2024-06-21,5,8,2505-324,SOCIAL MEDIA,2505,324,21.06.2024
386,22,blog,0,2025-12-10,16,18,448-21,BLOG,448,21,10.12.2025
387,38,socialmedia,74,2024-11-27,6,8,2680-441,SOCIAL MEDIA,2680,441,27.11.2024
388,31,socialmedia,533,2023-01-09,6,3,5684-1754,SOCIAL MEDIA,5684,1754,09.01.2023
389,42,Socialmedia,46,2024-05-24,4,1,1548-309,SOCIAL MEDIA,1548,309,24.05.2024
390,31,blog,526,2023-09-11,15,7,5569-1596,BLOG,5569,1596,11.09.2023
391,24,Newsletter,2,2025-04-04,14,18,555-29,NEWSLETTER,555,29,04.04.2025
392,12,SOCIALMEDIA,10,2025-03-06,16,6,972-132,SOCIAL MEDIA,972,132,06.03.2025
393,38,Socialmedia,4,2025-06-28,5,4,1649-89,SOCIAL MEDIA,1649,89,28.06.2025
394,19,video,41,2023-05-23,8,17,1434-320,VIDEO,1434,320,23.05.2023
395,26,Video,681,2023-02-09,3,1,4746-2012,VIDEO,4746,2012,09.02.2023
396,30,blog,30,2024-11-25,14,14,1770-194,BLOG,1770,194,25.11.2024
397,18,Newsletter,487,2023-05-20,18,9,3491-1278,NEWSLETTER,3491,1278,20.05.2023
398,27,BLOG,0,2025-09-17,12,20,522-21,BLOG,522,21,17.09.2025
399,32,newsletter,380,2023-04-05,5,1,4548-1543,NEWSLETTER,4548,1543,05.04.2023
400,37,Blog,34,2024-08-30,6,2,1815-324,BLOG,1815,324,30.08.2024
401,41,Blog,1,2025-07-16,12,17,1305-30,BLOG,1305,30,16.07.2025
402,2,Video,950,2023-01-04,14,5,9328-4574,VIDEO,9328,4574,04.01.2023
403,22,VIDEO,18,2024-08-18,18,11,2059-119,VIDEO,2059,119,18.08.2024
404,43,NEWSLETTER,22,2024-10-07,12,8,2848-381,NEWSLETTER,2848,381,07.10.2024
405,42,newsletter,110,2024-06-13,6,7,2490-541,NEWSLETTER,2490,541,13.06.2024
406,36,socialmedia,137,2023-09-09,16,7,6347-741,SOCIAL MEDIA,6347,741,09.09.2023
407,20,BLOG,0,2025-09-04,7,16,318-6,BLOG,318,6,04.09.2025
408,12,newsletter,33,2024-08-12,4,12,1097-199,NEWSLETTER,1097,199,12.08.2024
409,28,Blog,4,2024-02-25,13,5,412-37,BLOG,412,37,25.02.2024
410,23,socialmedia,105,2024-09-08,20,2,3711-543,SOCIAL MEDIA,3711,543,08.09.2024
411,3,blog,503,2024-01-13,20,12,5430-1637,BLOG,5430,1637,13.01.2024
412,28,newsletter,1,2025-06-06,14,16,836-46,NEWSLETTER,836,46,06.06.2025
413,28,blog,21,2024-08-18,5,8,2164-250,BLOG,2164,250,18.08.2024
414,28,socialmedia,130,2024-02-06,9,3,4684-502,SOCIAL MEDIA,4684,502,06.02.2024
415,35,blog,6,2025-05-30,15,16,1922-94,BLOG,1922,94,30.05.2025
416,25,newsletter,157,2023-11-27,5,19,4543-1195,NEWSLETTER,4543,1195,27.11.2023
417,29,Blog,43,2024-05-09,6,2,3275-256,BLOG,3275,256,09.05.2024
418,35,Video,1,2025-09-02,10,15,846-28,VIDEO,846,28,02.09.2025
419,39,Socialmedia,409,2023-02-28,7,10,2803-978,SOCIAL MEDIA,2803,978,28.02.2023
420,23,blog,188,2023-10-30,1,13,4713-1086,BLOG,4713,1086,30.10.2023
421,35,BLOG,1,2025-07-31,14,8,557-36,BLOG,557,36,31.07.2025
422,46,blog,1,2025-08-22,15,8,1064-63,BLOG,1064,63,22.08.2025
423,10,blog,130,2023-11-29,16,6,3504-1178,BLOG,3504,1178,29.11.2023
424,47,video,0,2025-11-20,2,9,101-1,VIDEO,101,1,20.11.2025
425,26,Socialmedia,17,2024-11-05,20,8,2097-102,SOCIAL MEDIA,2097,102,05.11.2024
426,23,VIDEO,34,2024-09-15,12,4,1186-225,VIDEO,1186,225,15.09.2024
427,37,Blog,0,2025-07-16,15,15,235-16,BLOG,235,16,16.07.2025
428,2,Video,0,2025-12-12,12,17,120-3,VIDEO,120,3,12.12.2025
429,22,VIDEO,251,2024-02-10,13,13,4450-814,VIDEO,4450,814,10.02.2024
430,44,Video,0,2025-11-23,2,6,677-9,VIDEO,677,9,23.11.2025
431,20,Video,0,2025-08-21,20,16,1044-14,VIDEO,1044,14,21.08.2025
432,32,newsletter,4,2025-01-17,9,12,1773-111,NEWSLETTER,1773,111,17.01.2025
433,26,newsletter,1,2024-05-31,20,7,83-19,NEWSLETTER,83,19,31.05.2024
434,32,Blog,0,2025-06-16,17,17,112-3,BLOG,112,3,16.06.2025
435,27,video,9,2024-09-18,19,6,580-88,VIDEO,580,88,18.09.2024
436,40,newsletter,5,2024-09-14,4,8,514-47,NEWSLETTER,514,47,14.09.2024
437,43,Blog,71,2024-03-07,5,11,3986-307,BLOG,3986,307,07.03.2024
438,21,Socialmedia,186,2024-01-18,4,17,2678-661,SOCIAL MEDIA,2678,661,18.01.2024
439,23,Blog,66,2024-05-11,13,14,3674-281,BLOG,3674,281,11.05.2024
440,9,BLOG,3,2024-04-22,5,20,175-18,BLOG,175,18,22.04.2024
441,6,SOCIALMEDIA,131,2024-02-20,5,18,5865-712,SOCIAL MEDIA,5865,712,20.02.2024
442,37,Newsletter,4,2025-04-28,14,6,1693-89,NEWSLETTER,1693,89,28.04.2025
443,5,Socialmedia,97,2024-11-05,8,12,3591-613,SOCIAL MEDIA,3591,613,05.11.2024
444,47,Blog,2,2025-01-22,8,20,487-57,BLOG,487,57,22.01.2025
445,41,Newsletter,5,2025-05-21,16,18,1479-80,NEWSLETTER,1479,80,21.05.2025
446,34,NEWSLETTER,2,2025-06-22,5,9,1053-48,NEWSLETTER,1053,48,22.06.2025
447,25,Socialmedia,0,2025-12-09,2,10,877-21,SOCIAL MEDIA,877,21,09.12.2025
448,25,socialmedia,4,2025-06-17,7,5,1705-130,SOCIAL MEDIA,1705,130,17.06.2025
449,25,SOCIALMEDIA,61,2023-10-27,10,16,1147-209,SOCIAL MEDIA,1147,209,27.10.2023
450,1,SOCIALMEDIA,332,2023-04-19,20,15,5462-1685,SOCIAL MEDIA,5462,1685,19.04.2023
451,48,Socialmedia,15,2024-08-18,5,16,624-131,SOCIAL MEDIA,624,131,18.08.2024
452,38,VIDEO,15,2025-01-03,5,14,1853-259,VIDEO,1853,259,03.01.2025
453,34,NEWSLETTER,2,2025-06-26,15,19,1224-49,NEWSLETTER,1224,49,26.06.2025
454,9,Blog,46,2023-12-01,4,8,1701-528,BLOG,1701,528,01.12.2023
455,39,video,0,2024-04-15,19,19,58-4,VIDEO,58,4,15.04.2024
456,21,video,0,2025-09-10,8,14,518-13,VIDEO,518,13,10.09.2025
457,36,Socialmedia,67,2024-04-17,16,1,3815-1077,SOCIAL MEDIA,3815,1077,17.04.2024
458,30,NEWSLETTER,43,2024-06-23,7,7,2995-415,NEWSLETTER,2995,415,23.06.2024
459,43,Socialmedia,9,2024-12-08,8,2,1186-129,SOCIAL MEDIA,1186,129,08.12.2024
460,24,socialmedia,296,2023-06-18,18,18,6974-1320,SOCIAL MEDIA,6974,1320,18.06.2023
461,32,Newsletter,8,2024-05-20,19,15,204-44,NEWSLETTER,204,44,20.05.2024
462,11,newsletter,25,2024-09-18,13,2,2717-304,NEWSLETTER,2717,304,18.09.2024
463,28,NEWSLETTER,7,2024-12-04,13,13,2060-143,NEWSLETTER,2060,143,04.12.2024
464,17,NEWSLETTER,2,2024-04-19,3,5,62-15,NEWSLETTER,62,15,19.04.2024
465,25,blog,134,2023-06-28,1,14,5626-497,BLOG,5626,497,28.06.2023
466,20,blog,52,2024-06-04,7,8,3351-359,BLOG,3351,359,04.06.2024
467,7,Socialmedia,208,2023-06-09,18,4,4551-1228,SOCIAL MEDIA,4551,1228,09.06.2023
468,7,socialmedia,92,2023-09-09,15,20,4974-408,SOCIAL MEDIA,4974,408,09.09.2023
469,23,socialmedia,2,2024-10-23,9,4,171-17,SOCIAL MEDIA,171,17,23.10.2024
470,14,Blog,6,2025-02-07,4,1,983-64,BLOG,983,64,07.02.2025
471,2,VIDEO,34,2024-05-09,4,5,2972-216,VIDEO,2972,216,09.05.2024
472,29,newsletter,94,2023-01-25,10,3,1190-285,NEWSLETTER,1190,285,25.01.2023
473,46,Socialmedia,27,2025-03-05,3,14,2267-253,SOCIAL MEDIA,2267,253,05.03.2025
474,42,Newsletter,2,2025-05-07,4,8,1173-81,NEWSLETTER,1173,81,07.05.2025
475,5,newsletter,3,2025-03-26,1,20,824-70,NEWSLETTER,824,70,26.03.2025
476,11,blog,293,2024-05-19,10,7,5021-1098,BLOG,5021,1098,19.05.2024
477,38,Newsletter,20,2024-10-14,17,6,563-105,NEWSLETTER,563,105,14.10.2024
478,43,Socialmedia,39,2024-10-17,8,13,3326-410,SOCIAL MEDIA,3326,410,17.10.2024
479,31,Socialmedia,34,2024-10-06,17,19,2049-331,SOCIAL MEDIA,2049,331,06.10.2024
480,21,socialmedia,85,2023-09-20,15,2,2066-387,SOCIAL MEDIA,2066,387,20.09.2023
481,27,Blog,206,2023-08-16,15,10,3561-1185,BLOG,3561,1185,16.08.2023
482,44,SOCIALMEDIA,76,2023-03-30,7,14,1144-456,SOCIAL MEDIA,1144,456,30.03.2023
483,47,newsletter,7,2024-12-14,14,7,1597-101,NEWSLETTER,1597,101,14.12.2024
484,30,Socialmedia,67,2024-04-28,1,7,4059-459,SOCIAL MEDIA,4059,459,28.04.2024
485,35,VIDEO,335,2023-05-01,18,20,1970-817,VIDEO,1970,817,01.05.2023
486,17,VIDEO,50,2024-04-25,10,13,2158-254,VIDEO,2158,254,25.04.2024
487,21,Video,22,2025-03-19,1,7,2050-203,VIDEO,2050,203,19.03.2025
488,36,BLOG,80,2024-01-06,8,20,2132-373,BLOG,2132,373,06.01.2024
489,21,Video,2,2025-03-31,20,9,1407-66,VIDEO,1407,66,31.03.2025
490,21,Socialmedia,9,2024-11-19,19,9,1409-103,SOCIAL MEDIA,1409,103,19.11.2024
491,49,Newsletter,103,2023-04-04,20,15,1560-297,NEWSLETTER,1560,297,04.04.2023
492,26,Newsletter,0,2024-08-12,14,8,69-5,NEWSLETTER,69,5,12.08.2024
493,14,socialmedia,74,2024-08-29,7,3,3071-537,SOCIAL MEDIA,3071,537,29.08.2024
494,23,SOCIALMEDIA,53,2024-05-13,3,13,4224-509,SOCIAL MEDIA,4224,509,13.05.2024
495,42,socialmedia,84,2023-11-19,20,17,2656-799,SOCIAL MEDIA,2656,799,19.11.2023
496,27,Newsletter,386,2023-10-21,3,5,4193-1431,NEWSLETTER,4193,1431,21.10.2023
497,46,BLOG,0,2025-11-25,16,7,998-11,BLOG,998,11,25.11.2025
498,2,Socialmedia,125,2024-04-06,4,18,1734-452,SOCIAL MEDIA,1734,452,06.04.2024
499,10,video,9,2025-01-28,12,11,2575-97,VIDEO,2575,97,28.01.2025
500,48,SOCIALMEDIA,194,2023-01-25,18,13,3819-958,SOCIAL MEDIA,3819,958,25.01.2023
501,7,blog,4,2025-02-10,3,2,2595-108,BLOG,2595,108,10.02.2025
502,50,NEWSLETTER,133,2023-03-15,19,5,2570-778,NEWSLETTER,2570,778,15.03.2023
503,39,Socialmedia,202,2023-09-24,4,18,1951-574,SOCIAL MEDIA,1951,574,24.09.2023
504,45,blog,58,2024-10-29,17,11,2577-420,BLOG,2577,420,29.10.2024
505,24,SOCIALMEDIA,9,2023-12-16,5,19,121-37,SOCIAL MEDIA,121,37,16.12.2023
506,24,Blog,1,2025-03-08,17,2,763-46,BLOG,763,46,08.03.2025
507,15,BLOG,159,2023-03-08,8,13,2226-575,BLOG,2226,575,08.03.2023
508,50,Video,213,2024-02-03,7,13,5316-836,VIDEO,5316,836,03.02.2024
509,40,socialmedia,34,2023-08-13,14,6,508-147,SOCIAL MEDIA,508,147,13.08.2023
510,40,BLOG,11,2025-01-26,1,13,2088-132,BLOG,2088,132,26.01.2025
511,26,Socialmedia,220,2023-09-25,16,16,2552-770,SOCIAL MEDIA,2552,770,25.09.2023
512,1,Video,33,2024-07-29,8,14,2172-147,VIDEO,2172,147,29.07.2024
513,8,BLOG,87,2024-02-28,18,9,2506-408,BLOG,2506,408,28.02.2024
514,26,newsletter,14,2025-03-18,18,19,1896-185,NEWSLETTER,1896,185,18.03.2025
515,21,newsletter,0,2025-09-13,17,3,468-11,NEWSLETTER,468,11,13.09.2025
516,7,Blog,123,2023-03-11,4,16,4421-503,BLOG,4421,503,11.03.2023
517,35,Video,35,2024-10-30,18,20,2778-263,VIDEO,2778,263,30.10.2024
518,39,NEWSLETTER,54,2024-06-11,13,5,2552-406,NEWSLETTER,2552,406,11.06.2024
519,50,Video,39,2023-09-10,18,15,1113-172,VIDEO,1113,172,10.09.2023
520,16,Socialmedia,1405,2023-01-08,9,4,7251-3048,SOCIAL MEDIA,7251,3048,08.01.2023
521,6,newsletter,60,2024-10-21,4,1,2268-424,NEWSLETTER,2268,424,21.10.2024
522,49,Socialmedia,0,2025-08-25,18,16,807-33,SOCIAL MEDIA,807,33,25.08.2025
523,23,blog,188,2023-08-11,7,1,6420-1094,BLOG,6420,1094,11.08.2023
524,36,Video,37,2024-07-01,4,14,1089-167,VIDEO,1089,167,01.07.2024
525,15,socialmedia,0,2025-10-18,10,7,99-2,SOCIAL MEDIA,99,2,18.10.2025
526,43,SOCIALMEDIA,440,2023-12-30,19,5,6457-2136,SOCIAL MEDIA,6457,2136,30.12.2023
527,2,socialmedia,0,2025-09-23,15,13,18-0,SOCIAL MEDIA,18,0,23.09.2025
528,1,socialmedia,0,2025-07-27,19,4,335-8,SOCIAL MEDIA,335,8,27.07.2025
529,40,SOCIALMEDIA,147,2024-01-27,18,3,3633-668,SOCIAL MEDIA,3633,668,27.01.2024
530,11,Newsletter,8,2025-03-30,10,2,914-81,NEWSLETTER,914,81,30.03.2025
531,21,BLOG,28,2024-05-27,15,12,4245-235,BLOG,4245,235,27.05.2024
532,44,video,0,2025-12-28,15,13,498-20,VIDEO,498,20,28.12.2025
533,15,newsletter,33,2023-11-15,18,5,1293-141,NEWSLETTER,1293,141,15.11.2023
534,30,BLOG,21,2024-09-17,2,3,931-158,BLOG,931,158,17.09.2024
535,39,socialmedia,382,2023-05-15,10,18,5497-2279,SOCIAL MEDIA,5497,2279,15.05.2023
536,44,Socialmedia,101,2023-09-12,8,10,2999-328,SOCIAL MEDIA,2999,328,12.09.2023
537,7,Socialmedia,9,2025-04-09,7,15,964-82,SOCIAL MEDIA,964,82,09.04.2025
538,9,Newsletter,0,2025-11-18,10,3,785-11,NEWSLETTER,785,11,18.11.2025
539,49,Video,32,2024-07-29,18,18,2276-204,VIDEO,2276,204,29.07.2024
540,22,video,8,2025-06-14,2,17,1482-105,VIDEO,1482,105,14.06.2025
541,9,video,0,2025-11-04,2,3,727-26,VIDEO,727,26,04.11.2025
542,50,Newsletter,0,2025-09-03,8,9,539-13,NEWSLETTER,539,13,03.09.2025
543,44,Newsletter,0,2025-04-07,20,17,146-17,NEWSLETTER,146,17,07.04.2025
544,16,blog,16,2023-07-31,9,14,263-56,BLOG,263,56,31.07.2023
545,1,SOCIALMEDIA,221,2024-05-14,15,14,4882-924,SOCIAL MEDIA,4882,924,14.05.2024
546,11,NEWSLETTER,4,2025-06-19,7,7,1346-83,NEWSLETTER,1346,83,19.06.2025
547,34,Newsletter,0,2025-07-26,5,3,1014-16,NEWSLETTER,1014,16,26.07.2025
548,35,blog,3,2025-05-01,1,6,994-67,BLOG,994,67,01.05.2025
549,41,Blog,18,2025-02-07,15,13,1835-158,BLOG,1835,158,07.02.2025
550,28,Video,1,2025-07-25,10,10,678-25,VIDEO,678,25,25.07.2025
551,30,Newsletter,150,2023-08-25,18,12,3941-406,NEWSLETTER,3941,406,25.08.2023
552,37,Newsletter,3,2025-04-21,11,20,1529-56,NEWSLETTER,1529,56,21.04.2025
553,6,Blog,16,2024-12-19,19,19,1800-251,BLOG,1800,251,19.12.2024
554,30,Socialmedia,329,2023-12-22,4,6,3370-1112,SOCIAL MEDIA,3370,1112,22.12.2023
555,47,SOCIALMEDIA,21,2024-06-27,11,13,3690-287,SOCIAL MEDIA,3690,287,27.06.2024
556,32,Socialmedia,236,2023-05-12,4,19,6010-1097,SOCIAL MEDIA,6010,1097,12.05.2023
557,13,video,241,2023-01-30,17,5,4281-706,VIDEO,4281,706,30.01.2023
558,45,video,3,2025-06-23,11,13,831-66,VIDEO,831,66,23.06.2025
559,4,Video,1,2025-03-21,12,11,409-15,VIDEO,409,15,21.03.2025
560,33,video,27,2024-05-21,19,20,1062-235,VIDEO,1062,235,21.05.2024
561,34,socialmedia,166,2023-07-13,3,1,1862-468,SOCIAL MEDIA,1862,468,13.07.2023
562,38,Video,1,2025-05-17,8,17,259-14,VIDEO,259,14,17.05.2025
563,7,Video,1,2025-06-13,16,16,1598-68,VIDEO,1598,68,13.06.2025
564,45,Newsletter,12,2025-04-01,20,18,1436-117,NEWSLETTER,1436,117,01.04.2025
565,20,video,680,2023-01-29,13,16,7683-2806,VIDEO,7683,2806,29.01.2023
566,10,socialmedia,11,2025-02-15,4,12,753-107,SOCIAL MEDIA,753,107,15.02.2025
567,22,video,154,2023-04-27,15,6,4232-918,VIDEO,4232,918,27.04.2023
568,23,newsletter,0,2025-12-19,6,8,552-22,NEWSLETTER,552,22,19.12.2025
569,26,Blog,10,2024-09-20,10,8,442-66,BLOG,442,66,20.09.2024
570,3,Video,0,2025-10-31,19,14,579-12,VIDEO,579,12,31.10.2025
571,18,Newsletter,77,2023-12-23,8,1,3789-1005,NEWSLETTER,3789,1005,23.12.2023
572,18,socialmedia,104,2024-07-10,10,13,2774-463,SOCIAL MEDIA,2774,463,10.07.2024
573,30,newsletter,0,2025-10-23,16,11,357-5,NEWSLETTER,357,5,23.10.2025
574,1,Socialmedia,13,2024-07-06,8,16,658-70,SOCIAL MEDIA,658,70,06.07.2024
575,39,NEWSLETTER,316,2023-12-14,20,12,6216-1777,NEWSLETTER,6216,1777,14.12.2023
576,8,Video,19,2024-08-24,2,10,1345-91,VIDEO,1345,91,24.08.2024
577,2,Socialmedia,329,2023-04-10,20,6,3081-849,SOCIAL MEDIA,3081,849,10.04.2023
578,25,Video,0,2025-08-27,12,4,694-8,VIDEO,694,8,27.08.2025
579,16,socialmedia,22,2024-01-05,2,12,2410-207,SOCIAL MEDIA,2410,207,05.01.2024
580,13,Newsletter,0,2025-09-09,20,17,648-19,NEWSLETTER,648,19,09.09.2025
581,11,newsletter,192,2023-09-08,19,8,2535-604,NEWSLETTER,2535,604,08.09.2023
582,33,SOCIALMEDIA,0,2025-09-13,8,12,236-10,SOCIAL MEDIA,236,10,13.09.2025
583,8,video,187,2023-04-30,20,16,6773-1129,VIDEO,6773,1129,30.04.2023
584,48,Socialmedia,790,2023-06-09,7,7,8032-2851,SOCIAL MEDIA,8032,2851,09.06.2023
585,39,Socialmedia,111,2024-02-08,15,6,4296-467,SOCIAL MEDIA,4296,467,08.02.2024
586,9,newsletter,0,2025-11-27,11,7,67-2,NEWSLETTER,67,2,27.11.2025
587,46,blog,25,2025-03-01,18,16,1729-233,BLOG,1729,233,01.03.2025
588,29,NEWSLETTER,172,2024-02-07,8,19,3073-667,NEWSLETTER,3073,667,07.02.2024
589,34,Newsletter,33,2024-04-27,8,17,1313-267,NEWSLETTER,1313,267,27.04.2024
